#q2lo q2hi qTlo qThi PDF0  uncertainty
125.024 125.026 30 35 1.421234739490746e-09 6.532001586348154e-15
125.024 125.026 35 40 9.911758748076787e-10 4.097051237667241e-15
125.026 125.028 0 5 3.103396055953696e-09 1.06731052734593e-13
125.026 125.028 5 10 5.35365334366168e-09 6.624107806343931e-15
125.026 125.028 10 15 4.544539273323979e-09 9.014920289297889e-14
125.026 125.028 15 20 3.37838227673829e-09 3.091865104834567e-14
125.026 125.028 20 25 2.429800312081305e-09 2.231225263978438e-14
125.026 125.028 25 30 1.728263547851255e-09 1.047163608354023e-14
125.026 125.028 30 35 1.219557804732433e-09 6.144950520097325e-15
125.026 125.028 35 40 8.50530974272777e-10 3.892134471596376e-15
125.028 125.03 0 5 2.691982437570677e-09 9.177461911671906e-14
125.028 125.03 5 10 4.643953777216324e-09 4.327650345550358e-15
125.028 125.03 10 15 3.942123662196753e-09 7.941745537009473e-14
125.028 125.03 15 20 2.93056621217394e-09 2.772064804247686e-14
125.028 125.03 20 25 2.107732660689629e-09 1.871358367770793e-14
125.028 125.03 25 30 1.499191537973659e-09 9.543535212464732e-15
125.028 125.03 30 35 1.057917872360106e-09 5.654838822889241e-15
125.028 125.03 35 40 7.378065973294048e-10 3.602446435372087e-15
125.03 125.032 0 5 2.357212551779613e-09 7.986110691785551e-14
125.03 125.032 5 10 4.066464967669642e-09 2.90786707502087e-15
125.03 125.032 10 15 3.451931205497196e-09 7.03005350990781e-14
125.03 125.032 15 20 2.566172172880597e-09 2.483387656826641e-14
125.03 125.032 20 25 1.8456611539519e-09 1.598840359052093e-14
125.03 125.032 25 30 1.312791570149496e-09 8.642940769583974e-15
125.03 125.032 30 35 9.263882182975917e-10 5.153471544979491e-15
125.03 125.032 35 40 6.46080210815865e-10 3.29520521926637e-15
125.032 125.034 0 5 2.081182865961061e-09 7.018943648589536e-14
125.032 125.034 5 10 3.590303451353069e-09 2.002591859417595e-15
125.032 125.034 10 15 3.047747579030131e-09 6.255572575504025e-14
125.032 125.034 15 20 2.265713638553201e-09 2.228528766065076e-14
125.032 125.034 20 25 1.629571393363292e-09 1.38614079934547e-14
125.032 125.034 25 30 1.159096009710676e-09 7.814362119845722e-15
